subscription_id,user_id,plan_type,monthly_revenue,subscription_start,is_churned
2521,2521,Starter,999,2026-06-11,1
2522,2522,Professional,2999,2024-09-19,1
2523,2523,Professional,2999,2026-04-22,0
2524,2524,Starter,999,2025-07-07,0
2525,2525,Starter,999,2025-03-19,1
2526,2526,Enterprise,9999,2025-06-09,0
2527,2527,Starter,999,2025-08-10,0
2528,2528,Starter,999,2026-03-26,1
2529,2529,Enterprise,9999,2025-08-29,0
2530,2530,Starter,999,2024-06-26,0
2531,2531,Enterprise,9999,2024-08-07,0
2532,2532,Professional,2999,2026-02-10,1
2533,2533,Professional,2999,2025-11-09,0
2534,2534,Professional,2999,2025-07-29,0
2535,2535,Starter,999,2024-11-15,0
2536,2536,Starter,999,2024-09-27,1
2537,2537,Professional,2999,2025-05-20,0
2538,2538,Enterprise,9999,2025-02-09,1
2539,2539,Starter,999,2025-01-24,1
2540,2540,Starter,999,2025-02-17,1
2541,2541,Starter,999,2024-12-13,0
2542,2542,Starter,999,2025-08-06,0
2543,2543,Starter,999,2025-03-26,1
2544,2544,Enterprise,9999,2026-01-02,0
2545,2545,Enterprise,9999,2025-12-08,0
2546,2546,Starter,999,2026-03-31,0
2547,2547,Starter,999,2025-03-09,1
2548,2548,Professional,2999,2026-02-27,1
2549,2549,Professional,2999,2025-01-22,0
2550,2550,Enterprise,9999,2026-01-07,0
2551,2551,Professional,2999,2024-11-16,0
2552,2552,Starter,999,2025-08-06,1
2553,2553,Starter,999,2025-02-07,1
2554,2554,Starter,999,2026-05-13,0
2555,2555,Starter,999,2025-04-10,0
2556,2556,Professional,2999,2025-10-30,0
2557,2557,Starter,999,2026-04-06,0
2558,2558,Starter,999,2026-03-10,0
2559,2559,Starter,999,2024-08-17,1
2560,2560,Enterprise,9999,2025-02-05,0
2561,2561,Professional,2999,2025-11-01,0
2562,2562,Starter,999,2026-03-25,0
2563,2563,Starter,999,2024-08-04,0
2564,2564,Starter,999,2025-02-25,0
2565,2565,Starter,999,2025-08-26,0
2566,2566,Starter,999,2025-03-26,0
2567,2567,Professional,2999,2024-10-07,0
2568,2568,Enterprise,9999,2025-08-19,0
2569,2569,Professional,2999,2026-05-13,0
2570,2570,Enterprise,9999,2024-09-20,0
2571,2571,Starter,999,2026-02-01,0
2572,2572,Enterprise,9999,2026-03-12,0
2573,2573,Starter,999,2024-07-31,0
2574,2574,Enterprise,9999,2024-11-30,1
2575,2575,Starter,999,2025-04-04,0
2576,2576,Starter,999,2026-01-06,0
2577,2577,Starter,999,2025-04-26,1
2578,2578,Starter,999,2025-10-17,0
2579,2579,Starter,999,2024-08-25,1
2580,2580,Starter,999,2026-02-18,0
2581,2581,Starter,999,2024-09-19,1
2582,2582,Starter,999,2025-12-30,0
2583,2583,Starter,999,2025-05-27,1
2584,2584,Starter,999,2025-04-26,1
2585,2585,Starter,999,2025-09-26,0
2586,2586,Starter,999,2025-10-12,1
2587,2587,Professional,2999,2026-05-17,0
2588,2588,Starter,999,2025-07-14,0
2589,2589,Professional,2999,2025-10-11,0
2590,2590,Starter,999,2025-11-10,1
2591,2591,Professional,2999,2026-02-15,0
2592,2592,Starter,999,2026-04-07,1
2593,2593,Professional,2999,2026-03-18,0
2594,2594,Professional,2999,2024-11-01,1
2595,2595,Starter,999,2026-02-03,0
2596,2596,Starter,999,2024-09-09,0
2597,2597,Starter,999,2024-08-19,0
2598,2598,Starter,999,2025-02-07,1
2599,2599,Enterprise,9999,2025-06-19,0
2600,2600,Starter,999,2025-10-10,0
2601,2601,Starter,999,2026-05-12,0
2602,2602,Starter,999,2026-05-05,1
2603,2603,Starter,999,2025-07-16,0
2604,2604,Starter,999,2025-12-26,0
2605,2605,Starter,999,2026-06-03,1
2606,2606,Starter,999,2025-03-26,1
2607,2607,Starter,999,2024-08-27,0
2608,2608,Professional,2999,2024-09-14,0
2609,2609,Enterprise,9999,2025-02-02,0
2610,2610,Starter,999,2024-11-08,0
2611,2611,Starter,999,2026-03-28,0
2612,2612,Starter,999,2025-03-01,0
2613,2613,Starter,999,2024-09-15,0
2614,2614,Enterprise,9999,2024-09-01,0
2615,2615,Starter,999,2025-12-28,0
2616,2616,Starter,999,2024-11-05,1
2617,2617,Professional,2999,2026-01-01,0
2618,2618,Professional,2999,2024-09-12,0
2619,2619,Starter,999,2025-08-23,0
2620,2620,Starter,999,2025-04-11,0
2621,2621,Professional,2999,2024-09-25,0
2622,2622,Starter,999,2025-11-08,0
2623,2623,Starter,999,2025-10-12,1
2624,2624,Professional,2999,2025-07-22,0
2625,2625,Starter,999,2025-02-21,0
2626,2626,Starter,999,2024-11-01,0
2627,2627,Starter,999,2025-08-23,0
2628,2628,Starter,999,2026-05-04,0
2629,2629,Professional,2999,2026-03-28,0
2630,2630,Professional,2999,2025-09-25,0
2631,2631,Enterprise,9999,2024-07-07,0
2632,2632,Starter,999,2024-12-06,0
2633,2633,Professional,2999,2024-11-30,0
2634,2634,Professional,2999,2026-02-23,1
2635,2635,Starter,999,2026-02-21,0
2636,2636,Starter,999,2026-04-05,0
2637,2637,Starter,999,2026-01-20,0
2638,2638,Starter,999,2024-09-13,0
2639,2639,Starter,999,2024-07-03,0
2640,2640,Professional,2999,2024-08-01,0
2641,2641,Starter,999,2025-09-03,0
2642,2642,Starter,999,2025-03-07,0
2643,2643,Professional,2999,2025-11-10,0
2644,2644,Starter,999,2024-10-19,1
2645,2645,Professional,2999,2025-10-04,0
2646,2646,Starter,999,2024-08-29,1
2647,2647,Starter,999,2025-08-18,0
2648,2648,Starter,999,2025-05-03,1
2649,2649,Starter,999,2025-10-21,1
2650,2650,Starter,999,2026-05-13,0
2651,2651,Starter,999,2024-06-25,0
2652,2652,Starter,999,2024-12-31,0
2653,2653,Starter,999,2026-03-20,0
2654,2654,Professional,2999,2024-11-16,0
2655,2655,Starter,999,2024-11-16,0
2656,2656,Professional,2999,2026-05-27,0
2657,2657,Professional,2999,2025-12-06,0
2658,2658,Starter,999,2025-12-23,0
2659,2659,Starter,999,2024-08-14,0
2660,2660,Professional,2999,2024-12-06,0
2661,2661,Starter,999,2026-05-28,0
2662,2662,Enterprise,9999,2025-11-15,0
2663,2663,Starter,999,2025-03-26,0
2664,2664,Enterprise,9999,2025-10-17,0
2665,2665,Starter,999,2026-03-28,1
2666,2666,Starter,999,2025-08-23,1
2667,2667,Starter,999,2026-06-05,0
2668,2668,Enterprise,9999,2025-02-10,0
2669,2669,Starter,999,2025-01-14,0
2670,2670,Professional,2999,2026-05-31,0
2671,2671,Starter,999,2025-02-11,1
2672,2672,Starter,999,2026-06-18,0
2673,2673,Enterprise,9999,2025-03-27,0
2674,2674,Professional,2999,2025-07-23,0
2675,2675,Starter,999,2026-03-25,0
2676,2676,Professional,2999,2024-08-08,0
2677,2677,Professional,2999,2025-12-27,0
2678,2678,Starter,999,2025-09-23,1
2679,2679,Professional,2999,2025-11-08,0
2680,2680,Starter,999,2026-02-22,1
2681,2681,Starter,999,2026-05-22,0
2682,2682,Starter,999,2024-09-09,0
2683,2683,Professional,2999,2024-11-16,0
2684,2684,Enterprise,9999,2025-10-06,0
2685,2685,Professional,2999,2025-08-08,0
2686,2686,Starter,999,2026-05-09,0
2687,2687,Starter,999,2026-03-04,0
2688,2688,Starter,999,2026-01-28,0
2689,2689,Starter,999,2025-11-12,0
2690,2690,Starter,999,2025-11-04,1
2691,2691,Professional,2999,2025-11-27,0
2692,2692,Starter,999,2024-08-09,0
2693,2693,Starter,999,2025-01-17,0
2694,2694,Professional,2999,2026-06-03,0
2695,2695,Professional,2999,2026-01-22,0
2696,2696,Enterprise,9999,2024-08-11,0
2697,2697,Starter,999,2025-07-02,0
2698,2698,Professional,2999,2025-07-20,1
2699,2699,Starter,999,2024-07-06,0
2700,2700,Starter,999,2024-12-11,1
2701,2701,Starter,999,2025-10-24,0
2702,2702,Professional,2999,2024-08-06,0
2703,2703,Starter,999,2024-12-07,0
2704,2704,Starter,999,2024-07-09,0
2705,2705,Professional,2999,2025-12-31,0
2706,2706,Professional,2999,2025-07-01,0
2707,2707,Starter,999,2024-09-27,0
2708,2708,Professional,2999,2026-03-22,0
2709,2709,Professional,2999,2025-05-13,0
2710,2710,Starter,999,2025-09-15,0
2711,2711,Professional,2999,2026-04-29,1
2712,2712,Professional,2999,2025-09-22,0
2713,2713,Professional,2999,2024-09-01,0
2714,2714,Starter,999,2026-06-13,0
2715,2715,Starter,999,2025-05-27,1
2716,2716,Starter,999,2026-05-09,1
2717,2717,Starter,999,2026-01-12,1
2718,2718,Starter,999,2025-11-21,0
2719,2719,Starter,999,2025-03-13,0
2720,2720,Professional,2999,2024-08-22,0
2721,2721,Starter,999,2025-04-30,0
2722,2722,Starter,999,2025-07-16,0
2723,2723,Professional,2999,2025-02-15,0
2724,2724,Professional,2999,2025-11-21,1
2725,2725,Starter,999,2024-11-16,0
2726,2726,Enterprise,9999,2025-12-18,1
2727,2727,Starter,999,2025-03-25,0
2728,2728,Starter,999,2025-02-08,1
2729,2729,Starter,999,2025-06-14,1
2730,2730,Professional,2999,2026-03-10,0
2731,2731,Professional,2999,2024-07-06,0
2732,2732,Starter,999,2026-02-06,1
2733,2733,Professional,2999,2025-11-23,0
2734,2734,Enterprise,9999,2026-06-23,0
2735,2735,Starter,999,2025-05-18,0
2736,2736,Starter,999,2025-12-24,0
2737,2737,Enterprise,9999,2025-02-16,0
2738,2738,Starter,999,2025-10-26,0
2739,2739,Enterprise,9999,2024-10-25,0
2740,2740,Professional,2999,2024-10-13,0
2741,2741,Starter,999,2026-02-06,0
2742,2742,Professional,2999,2024-08-28,1
2743,2743,Starter,999,2025-05-29,1
2744,2744,Professional,2999,2024-09-01,0
2745,2745,Starter,999,2025-06-26,0
2746,2746,Starter,999,2025-01-03,0
2747,2747,Starter,999,2025-10-31,1
2748,2748,Starter,999,2025-03-21,0
2749,2749,Starter,999,2025-08-25,0
2750,2750,Professional,2999,2026-06-22,0
2751,2751,Professional,2999,2025-10-18,1
2752,2752,Starter,999,2026-03-18,0
2753,2753,Enterprise,9999,2025-11-20,0
2754,2754,Starter,999,2024-12-28,0
2755,2755,Professional,2999,2025-05-13,0
2756,2756,Enterprise,9999,2025-05-04,0
2757,2757,Enterprise,9999,2025-04-23,0
2758,2758,Starter,999,2025-08-14,0
2759,2759,Enterprise,9999,2025-10-10,0
2760,2760,Professional,2999,2024-10-24,0
2761,2761,Starter,999,2025-02-23,0
2762,2762,Professional,2999,2025-12-12,0
2763,2763,Starter,999,2024-11-12,1
2764,2764,Professional,2999,2025-03-06,1
2765,2765,Starter,999,2024-12-13,0
2766,2766,Enterprise,9999,2025-05-25,0
2767,2767,Professional,2999,2025-09-28,0
2768,2768,Starter,999,2025-04-12,0
2769,2769,Professional,2999,2024-10-14,0
2770,2770,Professional,2999,2024-08-18,0
2771,2771,Starter,999,2025-07-22,0
2772,2772,Starter,999,2025-12-03,0
2773,2773,Starter,999,2025-09-01,0
2774,2774,Starter,999,2024-10-24,1
2775,2775,Starter,999,2024-12-29,0
2776,2776,Starter,999,2024-07-27,1
2777,2777,Professional,2999,2024-09-27,0
2778,2778,Starter,999,2025-07-27,0
2779,2779,Professional,2999,2024-11-15,0
2780,2780,Enterprise,9999,2026-03-09,0
2781,2781,Professional,2999,2025-06-18,0
2782,2782,Professional,2999,2025-11-12,1
2783,2783,Professional,2999,2025-08-30,0
2784,2784,Starter,999,2026-03-16,1
2785,2785,Starter,999,2026-01-25,1
2786,2786,Professional,2999,2024-09-25,0
2787,2787,Enterprise,9999,2026-02-04,0
2788,2788,Starter,999,2025-09-16,0
2789,2789,Starter,999,2025-09-30,1
2790,2790,Starter,999,2024-09-07,1
2791,2791,Starter,999,2024-10-08,0
2792,2792,Professional,2999,2025-08-22,0
2793,2793,Starter,999,2025-02-01,0
2794,2794,Professional,2999,2025-10-15,1
2795,2795,Starter,999,2025-03-22,0
2796,2796,Starter,999,2026-04-04,1
2797,2797,Starter,999,2025-07-11,1
2798,2798,Starter,999,2024-08-28,1
2799,2799,Starter,999,2025-06-02,0
2800,2800,Starter,999,2025-04-26,1
2801,2801,Professional,2999,2024-06-26,1
2802,2802,Starter,999,2024-07-13,0
2803,2803,Starter,999,2026-05-31,0
2804,2804,Starter,999,2025-04-16,1
2805,2805,Starter,999,2024-07-15,1
2806,2806,Starter,999,2024-10-21,0
2807,2807,Starter,999,2026-01-03,0
2808,2808,Starter,999,2026-05-18,0
2809,2809,Starter,999,2024-12-11,1
2810,2810,Starter,999,2025-08-27,0
2811,2811,Enterprise,9999,2025-12-16,0
2812,2812,Starter,999,2026-03-10,0
2813,2813,Starter,999,2026-06-20,0
2814,2814,Enterprise,9999,2025-01-01,0
2815,2815,Starter,999,2026-01-18,0
2816,2816,Starter,999,2025-08-20,0
2817,2817,Starter,999,2024-07-10,0
2818,2818,Starter,999,2025-04-10,0
2819,2819,Starter,999,2026-05-02,0
2820,2820,Starter,999,2025-09-29,1
2821,2821,Starter,999,2025-12-03,0
2822,2822,Enterprise,9999,2024-09-26,0
2823,2823,Enterprise,9999,2024-06-23,0
2824,2824,Starter,999,2025-09-30,0
2825,2825,Starter,999,2025-05-22,1
2826,2826,Enterprise,9999,2024-08-24,0
2827,2827,Starter,999,2025-06-19,1
2828,2828,Starter,999,2025-07-19,0
2829,2829,Professional,2999,2024-10-23,0
2830,2830,Starter,999,2026-02-28,1
2831,2831,Professional,2999,2025-12-01,0
2832,2832,Starter,999,2026-03-16,1
2833,2833,Starter,999,2025-05-31,0
2834,2834,Starter,999,2025-09-13,0
2835,2835,Starter,999,2025-04-29,0
2836,2836,Starter,999,2025-02-10,1
2837,2837,Professional,2999,2025-10-20,0
2838,2838,Starter,999,2025-04-17,0
2839,2839,Starter,999,2025-12-18,0
2840,2840,Starter,999,2024-11-17,1
2841,2841,Starter,999,2024-07-18,0
2842,2842,Professional,2999,2025-10-26,0
2843,2843,Professional,2999,2025-01-02,0
2844,2844,Starter,999,2025-10-17,0
2845,2845,Enterprise,9999,2026-05-06,0
2846,2846,Starter,999,2025-05-28,0
2847,2847,Professional,2999,2024-09-27,0
2848,2848,Starter,999,2025-03-14,0
2849,2849,Professional,2999,2025-02-24,0
2850,2850,Professional,2999,2026-05-28,0
2851,2851,Starter,999,2025-08-31,1
2852,2852,Starter,999,2024-11-06,0
2853,2853,Starter,999,2025-08-29,0
2854,2854,Starter,999,2025-09-16,0
2855,2855,Starter,999,2024-09-26,1
2856,2856,Starter,999,2025-01-23,0
2857,2857,Enterprise,9999,2025-11-21,0
2858,2858,Starter,999,2025-10-01,0
2859,2859,Starter,999,2024-11-13,0
2860,2860,Starter,999,2026-05-23,0
2861,2861,Professional,2999,2026-03-13,0
2862,2862,Starter,999,2024-07-21,0
2863,2863,Starter,999,2025-08-13,1
2864,2864,Professional,2999,2025-11-04,1
2865,2865,Starter,999,2026-03-20,0
2866,2866,Starter,999,2025-04-18,1
2867,2867,Starter,999,2024-09-27,0
2868,2868,Starter,999,2024-12-16,1
2869,2869,Starter,999,2026-03-20,0
2870,2870,Starter,999,2025-09-18,0
2871,2871,Starter,999,2025-08-03,0
2872,2872,Starter,999,2025-05-24,0
2873,2873,Enterprise,9999,2025-06-10,0
2874,2874,Starter,999,2025-05-03,1
2875,2875,Professional,2999,2025-06-13,0
2876,2876,Professional,2999,2025-07-22,0
2877,2877,Starter,999,2024-07-12,0
2878,2878,Starter,999,2026-03-15,1
2879,2879,Professional,2999,2025-05-07,0
2880,2880,Starter,999,2024-10-07,1
2881,2881,Professional,2999,2024-06-30,0
2882,2882,Professional,2999,2024-07-06,0
2883,2883,Enterprise,9999,2024-12-24,0
2884,2884,Starter,999,2025-06-21,0
2885,2885,Enterprise,9999,2025-09-19,0
2886,2886,Professional,2999,2024-12-27,0
2887,2887,Professional,2999,2025-01-28,0
2888,2888,Professional,2999,2025-03-07,0
2889,2889,Starter,999,2025-09-04,0
2890,2890,Starter,999,2026-04-17,0
2891,2891,Starter,999,2026-05-29,0
2892,2892,Starter,999,2024-08-12,0
2893,2893,Professional,2999,2026-04-22,1
2894,2894,Professional,2999,2026-04-12,0
2895,2895,Starter,999,2025-06-14,0
2896,2896,Starter,999,2024-08-24,1
2897,2897,Starter,999,2026-04-26,1
2898,2898,Starter,999,2025-06-22,1
2899,2899,Enterprise,9999,2026-02-11,0
2900,2900,Starter,999,2026-02-06,0
2901,2901,Professional,2999,2025-10-20,0
2902,2902,Enterprise,9999,2024-07-14,0
2903,2903,Professional,2999,2025-12-14,0
2904,2904,Starter,999,2025-03-16,0
2905,2905,Starter,999,2026-06-02,0
2906,2906,Starter,999,2024-10-06,0
2907,2907,Enterprise,9999,2024-10-25,0
2908,2908,Starter,999,2026-02-25,1
2909,2909,Starter,999,2025-04-15,0
2910,2910,Professional,2999,2025-04-09,0
2911,2911,Starter,999,2025-02-06,0
2912,2912,Professional,2999,2025-11-06,0
2913,2913,Starter,999,2024-07-07,0
2914,2914,Professional,2999,2024-08-29,1
2915,2915,Starter,999,2025-07-04,0
2916,2916,Starter,999,2025-06-22,0
2917,2917,Starter,999,2025-10-28,0
2918,2918,Professional,2999,2024-09-17,0
2919,2919,Starter,999,2026-01-16,0
2920,2920,Professional,2999,2024-09-19,0
2921,2921,Professional,2999,2026-02-03,0
2922,2922,Professional,2999,2026-01-19,0
2923,2923,Professional,2999,2025-10-22,0
2924,2924,Starter,999,2025-04-19,1
2925,2925,Starter,999,2025-03-06,1
2926,2926,Starter,999,2024-08-26,0
2927,2927,Starter,999,2024-10-07,0
2928,2928,Starter,999,2026-03-09,1
2929,2929,Starter,999,2025-10-05,0
2930,2930,Professional,2999,2025-03-16,0
2931,2931,Starter,999,2025-09-18,0
2932,2932,Starter,999,2024-10-04,0
2933,2933,Professional,2999,2025-11-02,0
2934,2934,Starter,999,2026-01-22,1
2935,2935,Professional,2999,2026-01-12,0
2936,2936,Starter,999,2025-05-03,1
2937,2937,Starter,999,2025-02-14,1
2938,2938,Starter,999,2024-11-25,1
2939,2939,Enterprise,9999,2025-03-16,0
2940,2940,Starter,999,2025-08-03,0
2941,2941,Starter,999,2024-11-05,1
2942,2942,Enterprise,9999,2025-06-21,0
2943,2943,Starter,999,2026-04-30,0
2944,2944,Starter,999,2026-01-23,0
2945,2945,Professional,2999,2025-04-21,0
2946,2946,Starter,999,2025-02-28,0
2947,2947,Starter,999,2026-03-01,0
2948,2948,Professional,2999,2025-11-10,0
2949,2949,Starter,999,2025-11-27,0
2950,2950,Enterprise,9999,2025-09-02,0
2951,2951,Starter,999,2026-06-23,0
2952,2952,Professional,2999,2025-09-23,1
2953,2953,Professional,2999,2025-09-20,0
2954,2954,Starter,999,2025-11-25,0
2955,2955,Starter,999,2025-01-26,1
2956,2956,Starter,999,2026-01-20,1
2957,2957,Professional,2999,2025-12-07,0
2958,2958,Starter,999,2025-11-27,1
2959,2959,Professional,2999,2024-11-24,0
2960,2960,Professional,2999,2025-03-15,0
2961,2961,Professional,2999,2026-06-21,0
2962,2962,Starter,999,2026-04-13,0
2963,2963,Professional,2999,2024-07-04,0
2964,2964,Starter,999,2025-11-02,0
2965,2965,Professional,2999,2025-02-25,0
2966,2966,Enterprise,9999,2026-01-29,0
2967,2967,Professional,2999,2025-01-09,0
2968,2968,Enterprise,9999,2026-03-27,0
2969,2969,Professional,2999,2025-10-23,0
2970,2970,Starter,999,2025-04-13,0
2971,2971,Starter,999,2026-01-25,1
2972,2972,Starter,999,2026-03-28,0
2973,2973,Starter,999,2024-12-28,0
2974,2974,Starter,999,2026-04-22,1
2975,2975,Starter,999,2026-04-07,0
2976,2976,Professional,2999,2025-10-14,0
2977,2977,Enterprise,9999,2025-10-06,0
2978,2978,Enterprise,9999,2026-06-22,0
2979,2979,Starter,999,2025-06-05,0
2980,2980,Professional,2999,2026-03-26,0
2981,2981,Professional,2999,2024-09-09,0
2982,2982,Starter,999,2024-10-16,0
2983,2983,Starter,999,2026-05-23,0
2984,2984,Enterprise,9999,2024-07-19,0
2985,2985,Starter,999,2024-10-16,0
2986,2986,Starter,999,2024-09-29,1
2987,2987,Starter,999,2024-12-30,0
2988,2988,Professional,2999,2025-03-20,0
2989,2989,Professional,2999,2025-11-18,0
2990,2990,Enterprise,9999,2025-01-13,0
2991,2991,Professional,2999,2026-05-25,0
2992,2992,Starter,999,2024-09-13,0
2993,2993,Professional,2999,2026-04-22,0
2994,2994,Starter,999,2025-01-29,1
2995,2995,Starter,999,2025-05-06,0
2996,2996,Professional,2999,2024-11-28,0
2997,2997,Starter,999,2026-03-04,0
2998,2998,Professional,2999,2024-09-16,0
2999,2999,Starter,999,2026-05-30,0
3000,3000,Enterprise,9999,2025-10-03,0
3001,3001,Starter,999,2025-10-09,0
3002,3002,Professional,2999,2024-11-01,0
3003,3003,Professional,2999,2025-01-19,0
3004,3004,Starter,999,2024-07-20,0
3005,3005,Starter,999,2024-09-29,0
3006,3006,Professional,2999,2025-06-14,0
3007,3007,Starter,999,2025-12-08,0
3008,3008,Starter,999,2026-02-19,0
3009,3009,Professional,2999,2025-10-07,0
3010,3010,Professional,2999,2024-10-25,0
3011,3011,Starter,999,2025-05-26,0
3012,3012,Professional,2999,2025-07-03,0
3013,3013,Starter,999,2026-05-26,0
3014,3014,Starter,999,2025-05-01,0
3015,3015,Enterprise,9999,2026-04-14,0
3016,3016,Starter,999,2024-12-27,1
3017,3017,Enterprise,9999,2025-05-26,0
3018,3018,Professional,2999,2026-05-22,0
3019,3019,Professional,2999,2025-02-14,0
3020,3020,Starter,999,2025-03-24,0
3021,3021,Professional,2999,2025-09-10,0
3022,3022,Enterprise,9999,2025-09-16,0
3023,3023,Starter,999,2024-07-24,1
3024,3024,Starter,999,2026-06-10,0
3025,3025,Professional,2999,2024-11-21,1
3026,3026,Professional,2999,2026-01-13,0
3027,3027,Starter,999,2026-05-04,0
3028,3028,Professional,2999,2025-12-22,0
3029,3029,Starter,999,2026-04-27,0
3030,3030,Enterprise,9999,2025-04-01,0
3031,3031,Starter,999,2025-02-03,0
3032,3032,Starter,999,2024-10-02,0
3033,3033,Starter,999,2026-01-26,1
3034,3034,Professional,2999,2025-10-21,0
3035,3035,Starter,999,2026-03-12,0
3036,3036,Enterprise,9999,2025-05-02,0
3037,3037,Starter,999,2024-09-15,0
3038,3038,Starter,999,2025-04-28,0
3039,3039,Professional,2999,2025-07-11,0
3040,3040,Enterprise,9999,2026-02-14,0
3041,3041,Professional,2999,2024-08-30,0
3042,3042,Starter,999,2025-02-23,0
3043,3043,Starter,999,2025-05-28,1
3044,3044,Starter,999,2026-03-22,0
3045,3045,Starter,999,2025-03-27,1
3046,3046,Starter,999,2025-01-15,0
3047,3047,Professional,2999,2024-12-27,0
3048,3048,Starter,999,2026-02-16,0
3049,3049,Starter,999,2024-12-18,0
3050,3050,Professional,2999,2025-02-09,0
3051,3051,Starter,999,2024-09-14,0
3052,3052,Starter,999,2024-09-06,0
3053,3053,Starter,999,2024-10-21,0
3054,3054,Starter,999,2025-12-02,0
3055,3055,Enterprise,9999,2025-07-05,0
3056,3056,Starter,999,2025-08-24,0
3057,3057,Professional,2999,2025-02-20,0
3058,3058,Starter,999,2026-01-30,0
3059,3059,Starter,999,2025-01-05,1
3060,3060,Professional,2999,2024-09-20,0
3061,3061,Starter,999,2024-07-07,0
3062,3062,Professional,2999,2025-02-06,0
3063,3063,Starter,999,2025-01-24,0
3064,3064,Professional,2999,2025-01-04,0
3065,3065,Starter,999,2024-10-17,1
3066,3066,Starter,999,2025-07-10,1
3067,3067,Starter,999,2024-12-27,0
3068,3068,Enterprise,9999,2026-04-27,0
3069,3069,Professional,2999,2024-12-07,0
3070,3070,Enterprise,9999,2025-03-23,0
3071,3071,Professional,2999,2025-07-01,0
3072,3072,Starter,999,2024-11-09,1
3073,3073,Starter,999,2025-09-06,0
3074,3074,Starter,999,2026-01-25,0
3075,3075,Starter,999,2025-02-04,1
3076,3076,Starter,999,2025-04-30,0
3077,3077,Starter,999,2026-05-22,1
3078,3078,Enterprise,9999,2024-09-08,0
3079,3079,Starter,999,2025-10-07,0
3080,3080,Enterprise,9999,2026-06-23,0
3081,3081,Starter,999,2024-09-15,0
3082,3082,Starter,999,2025-01-16,0
3083,3083,Starter,999,2026-05-29,0
3084,3084,Starter,999,2024-10-29,0
3085,3085,Starter,999,2026-02-28,0
3086,3086,Starter,999,2025-05-04,1
3087,3087,Professional,2999,2025-05-09,0
3088,3088,Starter,999,2025-11-17,0
3089,3089,Professional,2999,2025-05-27,0
3090,3090,Professional,2999,2025-12-30,0
3091,3091,Enterprise,9999,2025-02-20,0
3092,3092,Professional,2999,2025-11-14,0
3093,3093,Starter,999,2026-01-23,0
3094,3094,Starter,999,2024-11-12,1
3095,3095,Starter,999,2026-02-21,0
3096,3096,Starter,999,2026-05-28,0
3097,3097,Professional,2999,2024-08-21,0
3098,3098,Starter,999,2026-01-18,1
3099,3099,Starter,999,2025-05-12,0
3100,3100,Starter,999,2025-10-16,1
3101,3101,Starter,999,2025-12-29,0
3102,3102,Starter,999,2026-01-08,0
3103,3103,Professional,2999,2025-09-11,0
3104,3104,Professional,2999,2025-01-21,0
3105,3105,Professional,2999,2025-04-08,0
3106,3106,Starter,999,2025-01-27,1
3107,3107,Starter,999,2024-06-25,0
3108,3108,Starter,999,2024-11-02,0
3109,3109,Starter,999,2025-03-27,1
3110,3110,Starter,999,2025-02-07,0
3111,3111,Starter,999,2025-02-13,0
3112,3112,Professional,2999,2025-05-28,0
3113,3113,Starter,999,2025-09-27,0
3114,3114,Professional,2999,2025-10-14,1
3115,3115,Professional,2999,2025-12-29,0
3116,3116,Professional,2999,2024-12-31,0
3117,3117,Starter,999,2024-10-01,0
3118,3118,Professional,2999,2024-11-28,1
3119,3119,Starter,999,2025-08-11,0
3120,3120,Enterprise,9999,2025-09-24,0
3121,3121,Starter,999,2025-09-27,0
3122,3122,Enterprise,9999,2026-05-22,0
3123,3123,Professional,2999,2025-02-10,0
3124,3124,Starter,999,2025-06-05,0
3125,3125,Starter,999,2024-08-09,1
3126,3126,Professional,2999,2026-01-02,0
3127,3127,Starter,999,2025-09-14,0
3128,3128,Starter,999,2025-03-31,0
3129,3129,Professional,2999,2025-10-18,0
3130,3130,Starter,999,2025-11-15,0
3131,3131,Starter,999,2025-06-12,0
3132,3132,Starter,999,2025-12-02,0
3133,3133,Starter,999,2024-10-28,0
3134,3134,Starter,999,2026-05-22,0
3135,3135,Starter,999,2025-04-17,1
3136,3136,Professional,2999,2025-03-06,0
3137,3137,Starter,999,2025-11-07,1
3138,3138,Starter,999,2025-04-29,1
3139,3139,Enterprise,9999,2024-10-22,0
3140,3140,Enterprise,9999,2026-02-07,0
3141,3141,Enterprise,9999,2026-01-21,0
3142,3142,Starter,999,2025-08-27,0
3143,3143,Starter,999,2024-12-14,0
3144,3144,Starter,999,2024-10-15,0
3145,3145,Professional,2999,2025-11-18,0
3146,3146,Starter,999,2024-07-17,0
3147,3147,Starter,999,2025-11-15,0
3148,3148,Starter,999,2024-08-30,1
3149,3149,Starter,999,2025-01-28,0
3150,3150,Starter,999,2025-01-23,1
3151,3151,Starter,999,2025-10-11,0
3152,3152,Starter,999,2026-04-09,1
3153,3153,Professional,2999,2025-05-14,0
3154,3154,Professional,2999,2025-06-12,1
3155,3155,Starter,999,2025-01-29,0
3156,3156,Starter,999,2025-09-13,0
3157,3157,Starter,999,2025-04-14,0
3158,3158,Starter,999,2025-05-03,0
3159,3159,Starter,999,2025-06-15,1
3160,3160,Professional,2999,2024-09-30,0
3161,3161,Professional,2999,2024-08-27,0
3162,3162,Starter,999,2025-08-04,0
3163,3163,Starter,999,2026-01-01,1
3164,3164,Starter,999,2025-12-24,1
3165,3165,Starter,999,2024-06-27,1
3166,3166,Starter,999,2025-09-03,0
