user_id,plan_type,monthly_revenue,churn_probability,risk_level,segment,recommendation
2687,Starter,999,0.8208333333333334,High,Normal Users,Offer 20% Discount
2688,Starter,999,0.3019206349206349,Low,Normal Users,No Action Needed
2689,Starter,999,0.9096666666666668,High,At-Risk Users,Offer 20% Discount
2690,Starter,999,0.2865757575757575,Low,At-Risk Users,No Action Needed
2691,Professional,2999,0.0083333333333333,Low,At-Risk Users,No Action Needed
2692,Starter,999,0.2879846819846819,Low,At-Risk Users,No Action Needed
2693,Starter,999,0.015,Low,Normal Users,No Action Needed
2694,Professional,2999,0.06,Low,Normal Users,No Action Needed
2695,Professional,2999,0.236626984126984,Low,At-Risk Users,No Action Needed
2696,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2697,Starter,999,0.02,Low,At-Risk Users,No Action Needed
2698,Professional,2999,0.5566666666666666,Medium,At-Risk Users,Provide Product Training
2699,Starter,999,0.271,Low,Normal Users,No Action Needed
2700,Starter,999,0.4978480685980688,Low,At-Risk Users,No Action Needed
2701,Starter,999,0.512218253968254,Medium,Normal Users,Email Engagement Campaign
2702,Professional,2999,0.005,Low,At-Risk Users,No Action Needed
2703,Starter,999,0.4801785714285713,Low,At-Risk Users,No Action Needed
2704,Starter,999,0.1093333333333333,Low,At-Risk Users,No Action Needed
2705,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2706,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2707,Starter,999,0.2865757575757575,Low,At-Risk Users,No Action Needed
2708,Professional,2999,0.2761547619047618,Low,At-Risk Users,No Action Needed
2709,Professional,2999,0.14,Low,Normal Users,No Action Needed
2710,Starter,999,0.2,Low,Normal Users,No Action Needed
2711,Professional,2999,0.27,Low,At-Risk Users,No Action Needed
2712,Professional,2999,0.06,Low,Normal Users,No Action Needed
2713,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2714,Starter,999,0.380452380952381,Low,Normal Users,No Action Needed
2715,Starter,999,0.8136933621933621,High,At-Risk Users,Offer 20% Discount
2716,Starter,999,0.4905435675435677,Low,At-Risk Users,No Action Needed
2717,Starter,999,0.4743373015873016,Low,Normal Users,No Action Needed
2718,Starter,999,0.315,Low,Normal Users,No Action Needed
2719,Starter,999,0.4271666666666667,Low,At-Risk Users,No Action Needed
2720,Professional,2999,0.0,Low,Normal Users,No Action Needed
2721,Starter,999,0.25,Low,Normal Users,No Action Needed
2722,Starter,999,0.025,Low,At-Risk Users,No Action Needed
2723,Professional,2999,0.0,Low,Normal Users,No Action Needed
2724,Professional,2999,0.87,High,At-Risk Users,Offer 20% Discount
2725,Starter,999,0.3376825396825396,Low,At-Risk Users,No Action Needed
2726,Enterprise,9999,0.4302857142857143,Low,Power Users,Upsell Enterprise Plan
2727,Starter,999,0.2421468253968253,Low,At-Risk Users,No Action Needed
2728,Starter,999,0.3003333333333333,Low,At-Risk Users,No Action Needed
2729,Starter,999,0.5148759296259297,Medium,At-Risk Users,Provide Product Training
2730,Professional,2999,0.06,Low,At-Risk Users,No Action Needed
2731,Professional,2999,0.06,Low,Normal Users,No Action Needed
2732,Starter,999,0.4994945887445887,Low,Normal Users,No Action Needed
2733,Professional,2999,0.160111111111111,Low,At-Risk Users,No Action Needed
2734,Enterprise,9999,0.0494523809523809,Low,Power Users,Upsell Enterprise Plan
2735,Starter,999,0.0373333333333333,Low,At-Risk Users,No Action Needed
2736,Starter,999,0.2312229437229437,Low,At-Risk Users,No Action Needed
2737,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2738,Starter,999,0.2043660130718952,Low,At-Risk Users,No Action Needed
2739,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2740,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
2741,Starter,999,0.549280303030303,Medium,At-Risk Users,Provide Product Training
2742,Professional,2999,0.1962499999999999,Low,At-Risk Users,No Action Needed
2743,Starter,999,0.2832222222222221,Low,At-Risk Users,No Action Needed
2744,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2745,Starter,999,0.03,Low,At-Risk Users,No Action Needed
2746,Starter,999,0.0796547619047619,Low,Normal Users,No Action Needed
2747,Starter,999,0.3431785714285713,Low,At-Risk Users,No Action Needed
2748,Starter,999,0.0245,Low,Normal Users,No Action Needed
2749,Starter,999,0.4882857142857141,Low,At-Risk Users,No Action Needed
2750,Professional,2999,0.0405,Low,At-Risk Users,No Action Needed
2751,Professional,2999,0.49,Low,Normal Users,No Action Needed
2752,Starter,999,0.1441904761904762,Low,Normal Users,No Action Needed
2753,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2754,Starter,999,0.7150000000000002,Medium,At-Risk Users,Provide Product Training
2755,Professional,2999,0.0940277777777777,Low,At-Risk Users,No Action Needed
2756,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2757,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2758,Starter,999,0.0266666666666666,Low,Normal Users,No Action Needed
2759,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2760,Professional,2999,0.0183333333333333,Low,At-Risk Users,No Action Needed
2761,Starter,999,0.006,Low,At-Risk Users,No Action Needed
2762,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2763,Starter,999,0.8804285714285714,High,Normal Users,Offer 20% Discount
2764,Professional,2999,0.7116666666666666,Medium,Normal Users,Email Engagement Campaign
2765,Starter,999,0.3239285714285714,Low,At-Risk Users,No Action Needed
2766,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2767,Professional,2999,0.3227380952380951,Low,At-Risk Users,No Action Needed
2768,Starter,999,0.0042222222222222,Low,Normal Users,No Action Needed
2769,Professional,2999,0.07,Low,Normal Users,No Action Needed
2770,Professional,2999,0.0156666666666666,Low,At-Risk Users,No Action Needed
2771,Starter,999,0.015,Low,Normal Users,No Action Needed
2772,Starter,999,0.0457142857142857,Low,At-Risk Users,No Action Needed
2773,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2774,Starter,999,0.5825833333333333,Medium,At-Risk Users,Provide Product Training
2775,Starter,999,0.1316939226718301,Low,At-Risk Users,No Action Needed
2776,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2777,Professional,2999,0.0383333333333333,Low,Normal Users,No Action Needed
2778,Starter,999,0.4038333333333333,Low,At-Risk Users,No Action Needed
2779,Professional,2999,0.31,Low,Normal Users,No Action Needed
2780,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2781,Professional,2999,0.0433333333333333,Low,At-Risk Users,No Action Needed
2782,Professional,2999,0.3227380952380951,Low,At-Risk Users,No Action Needed
2783,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2784,Starter,999,0.72,Medium,Normal Users,Email Engagement Campaign
2785,Starter,999,0.6825,Medium,Normal Users,Email Engagement Campaign
2786,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2787,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2788,Starter,999,0.11,Low,Normal Users,No Action Needed
2789,Starter,999,0.6479999999999998,Medium,At-Risk Users,Provide Product Training
2790,Starter,999,0.6095833333333333,Medium,Normal Users,Email Engagement Campaign
2791,Starter,999,0.7803888888888889,Medium,Normal Users,Email Engagement Campaign
2792,Professional,2999,0.01,Low,Normal Users,No Action Needed
2793,Starter,999,0.4859761904761905,Low,At-Risk Users,No Action Needed
2794,Professional,2999,0.73,Medium,Normal Users,Email Engagement Campaign
2795,Starter,999,0.0230079365079365,Low,At-Risk Users,No Action Needed
2796,Starter,999,0.9008333333333332,High,At-Risk Users,Offer 20% Discount
2797,Starter,999,0.775,Medium,At-Risk Users,Provide Product Training
2798,Starter,999,0.68,Medium,At-Risk Users,Provide Product Training
2799,Starter,999,0.3509440836940837,Low,At-Risk Users,No Action Needed
2800,Starter,999,0.4643333333333334,Low,Normal Users,No Action Needed
2801,Professional,2999,0.7,Medium,Normal Users,Email Engagement Campaign
2802,Starter,999,0.7675,Medium,Normal Users,Email Engagement Campaign
2803,Starter,999,0.4918333333333334,Low,Normal Users,No Action Needed
2804,Starter,999,0.3887460317460317,Low,At-Risk Users,No Action Needed
2805,Starter,999,0.4103260905760907,Low,At-Risk Users,No Action Needed
2806,Starter,999,0.3228253968253967,Low,At-Risk Users,No Action Needed
2807,Starter,999,0.2339484126984126,Low,At-Risk Users,No Action Needed
2808,Starter,999,0.04,Low,At-Risk Users,No Action Needed
2809,Starter,999,0.4376666666666667,Low,Normal Users,No Action Needed
2810,Starter,999,0.0,Low,Normal Users,No Action Needed
2811,Enterprise,9999,0.4302857142857143,Low,Power Users,Upsell Enterprise Plan
2812,Starter,999,0.3235526695526695,Low,At-Risk Users,No Action Needed
2813,Starter,999,0.0878333333333333,Low,At-Risk Users,No Action Needed
2814,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2815,Starter,999,0.1297334054834054,Low,At-Risk Users,No Action Needed
2816,Starter,999,0.4703333333333333,Low,Normal Users,No Action Needed
2817,Starter,999,0.194056277056277,Low,At-Risk Users,No Action Needed
2818,Starter,999,0.1368492063492063,Low,At-Risk Users,No Action Needed
2819,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2820,Starter,999,0.512218253968254,Medium,Normal Users,Email Engagement Campaign
2821,Starter,999,0.1416609779109779,Low,Normal Users,No Action Needed
2822,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2823,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2824,Starter,999,0.0108333333333333,Low,At-Risk Users,No Action Needed
2825,Starter,999,0.2737857142857142,Low,Normal Users,No Action Needed
2826,Enterprise,9999,0.1484444444444444,Low,Power Users,Upsell Enterprise Plan
2827,Starter,999,0.6757499999999999,Medium,Normal Users,Email Engagement Campaign
2828,Starter,999,0.1953722666222666,Low,At-Risk Users,No Action Needed
2829,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2830,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2831,Professional,2999,0.047,Low,Normal Users,No Action Needed
2832,Starter,999,0.1956388888888888,Low,At-Risk Users,No Action Needed
2833,Starter,999,0.1191666666666666,Low,Normal Users,No Action Needed
2834,Starter,999,0.01,Low,At-Risk Users,No Action Needed
2835,Starter,999,0.3479285714285714,Low,At-Risk Users,No Action Needed
2836,Starter,999,0.447544733044733,Low,Normal Users,No Action Needed
2837,Professional,2999,0.01,Low,Normal Users,No Action Needed
2838,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2839,Starter,999,0.0287539682539682,Low,Normal Users,No Action Needed
2840,Starter,999,0.3570941003441004,Low,At-Risk Users,No Action Needed
2841,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2842,Professional,2999,0.0,Low,Normal Users,No Action Needed
2843,Professional,2999,0.19,Low,At-Risk Users,No Action Needed
2844,Starter,999,0.143,Low,Normal Users,No Action Needed
2845,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2846,Starter,999,0.75,Medium,At-Risk Users,Provide Product Training
2847,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2848,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2849,Professional,2999,0.0,Low,Normal Users,No Action Needed
2850,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
2851,Starter,999,0.4103260905760907,Low,At-Risk Users,No Action Needed
2852,Starter,999,0.1716666666666666,Low,Normal Users,No Action Needed
2853,Starter,999,0.19,Low,Normal Users,No Action Needed
2854,Starter,999,0.4115,Low,Normal Users,No Action Needed
2855,Starter,999,0.2043660130718952,Low,At-Risk Users,No Action Needed
2856,Starter,999,0.3293690476190476,Low,Normal Users,No Action Needed
2857,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2858,Starter,999,0.5957023809523809,Medium,At-Risk Users,Provide Product Training
2859,Starter,999,0.0,Low,Normal Users,No Action Needed
2860,Starter,999,0.2732222222222222,Low,Normal Users,No Action Needed
2861,Professional,2999,0.69,Medium,At-Risk Users,Provide Product Training
2862,Starter,999,0.4027023809523809,Low,At-Risk Users,No Action Needed
2863,Starter,999,0.2421468253968253,Low,At-Risk Users,No Action Needed
2864,Professional,2999,0.6711666666666665,Medium,At-Risk Users,Provide Product Training
2865,Starter,999,0.5591507936507937,Medium,At-Risk Users,Provide Product Training
2866,Starter,999,0.1316939226718301,Low,At-Risk Users,No Action Needed
2867,Starter,999,0.2854166666666666,Low,At-Risk Users,No Action Needed
2868,Starter,999,0.2193542568542567,Low,At-Risk Users,No Action Needed
2869,Starter,999,0.2842817460317459,Low,At-Risk Users,No Action Needed
2870,Starter,999,0.1826251803751803,Low,Normal Users,No Action Needed
2871,Starter,999,0.03,Low,At-Risk Users,No Action Needed
2872,Starter,999,0.5148759296259297,Medium,At-Risk Users,Provide Product Training
2873,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2874,Starter,999,0.3293690476190476,Low,Normal Users,No Action Needed
2875,Professional,2999,0.2606507936507937,Low,At-Risk Users,No Action Needed
2876,Professional,2999,0.0353333333333333,Low,At-Risk Users,No Action Needed
2877,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2878,Starter,999,0.3521190476190475,Low,Normal Users,No Action Needed
2879,Professional,2999,0.0907619047619047,Low,At-Risk Users,No Action Needed
2880,Starter,999,0.2865757575757575,Low,At-Risk Users,No Action Needed
2881,Professional,2999,0.0153333333333333,Low,Normal Users,No Action Needed
2882,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2883,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2884,Starter,999,0.2153095238095237,Low,At-Risk Users,No Action Needed
2885,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2886,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2887,Professional,2999,0.06,Low,Normal Users,No Action Needed
2888,Professional,2999,0.4180476190476191,Low,At-Risk Users,No Action Needed
2889,Starter,999,0.1238291985791985,Low,At-Risk Users,No Action Needed
2890,Starter,999,0.2832222222222221,Low,At-Risk Users,No Action Needed
2891,Starter,999,0.23,Low,Normal Users,No Action Needed
2892,Starter,999,0.1241904761904762,Low,Normal Users,No Action Needed
2893,Professional,2999,0.4468986013986014,Low,Normal Users,No Action Needed
2894,Professional,2999,0.06,Low,Normal Users,No Action Needed
2895,Starter,999,0.493929487179487,Low,At-Risk Users,No Action Needed
2896,Starter,999,0.4845905483405481,Low,Normal Users,No Action Needed
2897,Starter,999,0.6069246031746032,Medium,At-Risk Users,Provide Product Training
2898,Starter,999,0.8136933621933621,High,At-Risk Users,Offer 20% Discount
2899,Enterprise,9999,0.3748333333333333,Low,Power Users,Upsell Enterprise Plan
2900,Starter,999,0.1142857142857143,Low,Normal Users,No Action Needed
2901,Professional,2999,0.0245238095238095,Low,At-Risk Users,No Action Needed
2902,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2903,Professional,2999,0.06,Low,Normal Users,No Action Needed
2904,Starter,999,0.0025,Low,Normal Users,No Action Needed
2905,Starter,999,0.0,Low,Normal Users,No Action Needed
2906,Starter,999,0.0042222222222222,Low,Normal Users,No Action Needed
2907,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
2908,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2909,Starter,999,0.4513362193362195,Low,At-Risk Users,No Action Needed
2910,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2911,Starter,999,0.1640367965367965,Low,At-Risk Users,No Action Needed
2912,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
2913,Starter,999,0.0153333333333333,Low,At-Risk Users,No Action Needed
2914,Professional,2999,0.5067499999999999,Medium,At-Risk Users,Provide Product Training
2915,Starter,999,0.3764523809523809,Low,At-Risk Users,No Action Needed
2916,Starter,999,0.0961547619047619,Low,At-Risk Users,No Action Needed
2917,Starter,999,0.3525911033411034,Low,At-Risk Users,No Action Needed
2918,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2919,Starter,999,0.0,Low,Normal Users,No Action Needed
2920,Professional,2999,0.0183333333333333,Low,At-Risk Users,No Action Needed
2921,Professional,2999,0.015,Low,At-Risk Users,No Action Needed
2922,Professional,2999,0.0066666666666666,Low,Normal Users,No Action Needed
2923,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2924,Starter,999,0.6333333333333333,Medium,At-Risk Users,Provide Product Training
2925,Starter,999,0.0441785714285714,Low,At-Risk Users,No Action Needed
2926,Starter,999,0.8225,High,Normal Users,Offer 20% Discount
2927,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2928,Starter,999,0.63,Medium,Normal Users,Email Engagement Campaign
2929,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2930,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2931,Starter,999,0.3588492063492064,Low,At-Risk Users,No Action Needed
2932,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2933,Professional,2999,0.09,Low,At-Risk Users,No Action Needed
2934,Starter,999,0.4756150793650795,Low,At-Risk Users,No Action Needed
2935,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2936,Starter,999,0.3510357142857143,Low,At-Risk Users,No Action Needed
2937,Starter,999,0.1362052392052391,Low,At-Risk Users,No Action Needed
2938,Starter,999,0.708946386946387,Medium,Normal Users,Email Engagement Campaign
2939,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2940,Starter,999,0.2741031746031745,Low,At-Risk Users,No Action Needed
2941,Starter,999,0.7221587301587301,Medium,At-Risk Users,Provide Product Training
2942,Enterprise,9999,0.0075,Low,Power Users,Upsell Enterprise Plan
2943,Starter,999,0.0431428571428571,Low,At-Risk Users,No Action Needed
2944,Starter,999,0.1377142857142857,Low,Normal Users,No Action Needed
2945,Professional,2999,0.03,Low,At-Risk Users,No Action Needed
2946,Starter,999,0.004,Low,At-Risk Users,No Action Needed
2947,Starter,999,0.23,Low,Normal Users,No Action Needed
2948,Professional,2999,0.0,Low,Normal Users,No Action Needed
2949,Starter,999,0.0108333333333333,Low,At-Risk Users,No Action Needed
2950,Enterprise,9999,0.005,Low,Power Users,Upsell Enterprise Plan
2951,Starter,999,0.0148571428571428,Low,At-Risk Users,No Action Needed
2952,Professional,2999,0.3801666666666666,Low,At-Risk Users,No Action Needed
2953,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2954,Starter,999,0.0066666666666666,Low,At-Risk Users,No Action Needed
2955,Starter,999,0.9580952380952382,High,At-Risk Users,Offer 20% Discount
2956,Starter,999,0.8327500000000001,High,Normal Users,Offer 20% Discount
2957,Professional,2999,0.0,Low,Normal Users,No Action Needed
2958,Starter,999,0.0735,Low,At-Risk Users,No Action Needed
2959,Professional,2999,0.0,Low,Normal Users,No Action Needed
2960,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2961,Professional,2999,0.0033333333333333,Low,At-Risk Users,No Action Needed
2962,Starter,999,0.5363134920634921,Medium,At-Risk Users,Provide Product Training
2963,Professional,2999,0.21,Low,Normal Users,No Action Needed
2964,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2965,Professional,2999,0.0240238095238095,Low,At-Risk Users,No Action Needed
2966,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
2967,Professional,2999,0.0183333333333333,Low,At-Risk Users,No Action Needed
2968,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2969,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2970,Starter,999,0.4238778998778999,Low,At-Risk Users,No Action Needed
2971,Starter,999,0.3431785714285713,Low,At-Risk Users,No Action Needed
2972,Starter,999,0.232126984126984,Low,Normal Users,No Action Needed
2973,Starter,999,0.01,Low,Normal Users,No Action Needed
2974,Starter,999,0.5957023809523809,Medium,At-Risk Users,Provide Product Training
2975,Starter,999,0.3432380952380952,Low,At-Risk Users,No Action Needed
2976,Professional,2999,0.2338214285714285,Low,At-Risk Users,No Action Needed
2977,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2978,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2979,Starter,999,0.0235,Low,At-Risk Users,No Action Needed
2980,Professional,2999,0.175111111111111,Low,At-Risk Users,No Action Needed
2981,Professional,2999,0.032,Low,At-Risk Users,No Action Needed
2982,Starter,999,0.309095238095238,Low,At-Risk Users,No Action Needed
2983,Starter,999,0.1250833333333333,Low,At-Risk Users,No Action Needed
2984,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
2985,Starter,999,0.0775,Low,Normal Users,No Action Needed
2986,Starter,999,0.6859603174603176,Medium,Normal Users,Email Engagement Campaign
2987,Starter,999,0.0,Low,Normal Users,No Action Needed
2988,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2989,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2990,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
2991,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2992,Starter,999,0.08,Low,Normal Users,No Action Needed
2993,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2994,Starter,999,0.2732222222222222,Low,Normal Users,No Action Needed
2995,Starter,999,0.6786060606060605,Medium,Normal Users,Email Engagement Campaign
2996,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
2997,Starter,999,0.0,Low,At-Risk Users,No Action Needed
2998,Professional,2999,0.56,Medium,At-Risk Users,Provide Product Training
2999,Starter,999,0.0142857142857142,Low,At-Risk Users,No Action Needed
3000,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3001,Starter,999,0.1316939226718301,Low,At-Risk Users,No Action Needed
3002,Professional,2999,0.23,Low,Normal Users,No Action Needed
3003,Professional,2999,0.0758333333333333,Low,Normal Users,No Action Needed
3004,Starter,999,0.2307142857142856,Low,Normal Users,No Action Needed
3005,Starter,999,0.4238778998778999,Low,At-Risk Users,No Action Needed
3006,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3007,Starter,999,0.5957023809523809,Medium,At-Risk Users,Provide Product Training
3008,Starter,999,0.01,Low,Normal Users,No Action Needed
3009,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3010,Professional,2999,0.0025,Low,At-Risk Users,No Action Needed
3011,Starter,999,0.2644069264069263,Low,At-Risk Users,No Action Needed
3012,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3013,Starter,999,0.5249574314574313,Medium,At-Risk Users,Provide Product Training
3014,Starter,999,0.175,Low,Normal Users,No Action Needed
3015,Enterprise,9999,0.03,Low,Power Users,Upsell Enterprise Plan
3016,Starter,999,0.3924999999999999,Low,At-Risk Users,No Action Needed
3017,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3018,Professional,2999,0.0,Low,Normal Users,No Action Needed
3019,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3020,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3021,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3022,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3023,Starter,999,0.2305097402597402,Low,At-Risk Users,No Action Needed
3024,Starter,999,0.4978480685980688,Low,At-Risk Users,No Action Needed
3025,Professional,2999,0.3006111111111111,Low,At-Risk Users,No Action Needed
3026,Professional,2999,0.33,Low,Normal Users,No Action Needed
3027,Starter,999,0.6069246031746032,Medium,At-Risk Users,Provide Product Training
3028,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
3029,Starter,999,0.6332460317460317,Medium,Normal Users,Email Engagement Campaign
3030,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3031,Starter,999,0.2105277777777777,Low,At-Risk Users,No Action Needed
3032,Starter,999,0.03,Low,At-Risk Users,No Action Needed
3033,Starter,999,0.8870238095238093,High,At-Risk Users,Offer 20% Discount
3034,Professional,2999,0.2754285714285713,Low,At-Risk Users,No Action Needed
3035,Starter,999,0.2826668707109882,Low,At-Risk Users,No Action Needed
3036,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3037,Starter,999,0.03,Low,Normal Users,No Action Needed
3038,Starter,999,0.031,Low,At-Risk Users,No Action Needed
3039,Professional,2999,0.3142857142857143,Low,At-Risk Users,No Action Needed
3040,Enterprise,9999,0.0033333333333333,Low,Power Users,Upsell Enterprise Plan
3041,Professional,2999,0.035,Low,At-Risk Users,No Action Needed
3042,Starter,999,0.2307142857142856,Low,Normal Users,No Action Needed
3043,Starter,999,0.9208333333333332,High,At-Risk Users,Offer 20% Discount
3044,Starter,999,0.4703333333333333,Low,Normal Users,No Action Needed
3045,Starter,999,0.3924999999999999,Low,At-Risk Users,No Action Needed
3046,Starter,999,0.018,Low,Normal Users,No Action Needed
3047,Professional,2999,0.1,Low,Normal Users,No Action Needed
3048,Starter,999,0.5429761904761904,Medium,Normal Users,Email Engagement Campaign
3049,Starter,999,0.1325,Low,Normal Users,No Action Needed
3050,Professional,2999,0.77,Medium,At-Risk Users,Provide Product Training
3051,Starter,999,0.0466666666666666,Low,Normal Users,No Action Needed
3052,Starter,999,0.1,Low,Normal Users,No Action Needed
3053,Starter,999,0.02,Low,At-Risk Users,No Action Needed
3054,Starter,999,0.1753333333333333,Low,Normal Users,No Action Needed
3055,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3056,Starter,999,0.0502857142857142,Low,At-Risk Users,No Action Needed
3057,Professional,2999,0.03,Low,Normal Users,No Action Needed
3058,Starter,999,0.01,Low,Normal Users,No Action Needed
3059,Starter,999,0.7408333333333335,Medium,Normal Users,Email Engagement Campaign
3060,Professional,2999,0.2184999999999999,Low,At-Risk Users,No Action Needed
3061,Starter,999,0.6935833333333334,Medium,Normal Users,Email Engagement Campaign
3062,Professional,2999,0.0333333333333333,Low,Normal Users,No Action Needed
3063,Starter,999,0.02,Low,At-Risk Users,No Action Needed
3064,Professional,2999,0.0,Low,Normal Users,No Action Needed
3065,Starter,999,0.6791121933621934,Medium,At-Risk Users,Provide Product Training
3066,Starter,999,0.87,High,At-Risk Users,Offer 20% Discount
3067,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3068,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3069,Professional,2999,0.1755952380952381,Low,At-Risk Users,No Action Needed
3070,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
3071,Professional,2999,0.029,Low,At-Risk Users,No Action Needed
3072,Starter,999,0.512218253968254,Medium,Normal Users,Email Engagement Campaign
3073,Starter,999,0.3405714285714286,Low,Normal Users,No Action Needed
3074,Starter,999,0.3030092130092128,Low,Normal Users,No Action Needed
3075,Starter,999,0.4781388888888889,Low,At-Risk Users,No Action Needed
3076,Starter,999,0.232126984126984,Low,Normal Users,No Action Needed
3077,Starter,999,0.4892312409812411,Low,At-Risk Users,No Action Needed
3078,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3079,Starter,999,0.1680229378464672,Low,At-Risk Users,No Action Needed
3080,Enterprise,9999,0.0266666666666666,Low,Power Users,Upsell Enterprise Plan
3081,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3082,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3083,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3084,Starter,999,0.0133333333333333,Low,At-Risk Users,No Action Needed
3085,Starter,999,0.6054447496947496,Medium,At-Risk Users,Provide Product Training
3086,Starter,999,0.8870238095238093,High,At-Risk Users,Offer 20% Discount
3087,Professional,2999,0.0303333333333333,Low,At-Risk Users,No Action Needed
3088,Starter,999,0.5628840048840048,Medium,At-Risk Users,Provide Product Training
3089,Professional,2999,0.01,Low,Normal Users,No Action Needed
3090,Professional,2999,0.2391666666666666,Low,At-Risk Users,No Action Needed
3091,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
